Tweet_Length,Tweet_Date,UserName,Full_Tweets,Tweet_Links,at_word,Mention_Count
106,2023-01-30 04:21:26+00:00,Purina, we are so happy to hear how much mack loves purina one  jessica  thanks for your support ,httpNone,Jsod23Jessica,1
139,2023-01-29 15:45:40+00:00,Purina, while our names are similar  please know we sell cat and dog products  we encourage you to contact purina,https://t.co/aze7Q5rrV6,FUSSGGL,1
140,2023-01-29 01:18:15+00:00,Purina, thanks for reaching out  we re very sorry for the inconvenience and frustration  your loyalty and patience,https://t.co/wOT0BHz6OC,rm_lush,1
140,2023-01-28 16:38:01+00:00,Purina, we are terribly sorry to see this  emma  this is very unusual  and we appreciate you bringing this to our,https://t.co/pddD4pHBat,EmmaPrive,1
139,2023-01-28 16:15:28+00:00,Purina, while our names are similar  we think you ve mistaken us for purina animal nutrition  at nestle purina,https://t.co/9pwVBOjNpK,SAMUELUSA2,1
140,2023-01-28 15:22:17+00:00,Purina, while our names are similar  we think you ve mistaken us for purina animal nutrition  at nestle purina,https://t.co/nM9M2Zd7vg,StxxApparel,1
140,2023-01-28 14:24:12+00:00,Purina, while our names are similar  we think you ve mistaken us for purina animal nutrition  at nestle purin,https://t.co/ECgv8QYdIB,DonaldBestCA,1
133,2023-01-28 12:38:14+00:00,Purina, thanks for getting in touch  to further assist you  please reach out to our team in the u k  ,https://t.co/kwxV121bOs,PatriciaCByron,1
140,2023-01-28 12:32:48+00:00,Purina, thanks for contacting us  and we are sorry to hear about your experience  for further assistance  plea,https://t.co/U0Tnk7iW7D,subsubsinger,1
106,2023-01-28 03:20:04+00:00,Purina, thanks for the love  we are so pleased to hear that your beagle loves our chewnolas ,httpNone,achievecomfort,1
140,2023-01-28 02:29:51+00:00,Purina, we are terribly sorry to learn of this  and we would like the opportunity to learn more about your experience w,https://t.co/PFBH9IJZ9E,KokEva2,1
78,2023-01-28 02:29:35+00:00,Purina, pawesome news  four paws up to the blues pet perks program ,httpNone,StLouisBlues,1
140,2023-01-27 15:10:38+00:00,Purina, thanks for reaching out  and we would like the opportunity to learn more about your experience  when you,https://t.co/xRFZVpqfMt,Freya91227070,1
140,2023-01-27 14:47:21+00:00,Purina, we are sorry to hear about this experience  as the product you mentioned is being handled by purina anim,https://t.co/Qm7aQzzvPL,thebestsnm,1
140,2023-01-27 14:24:02+00:00,Purina, while our names are similar  we think you ve mistaken us for purina animal nutrition  at nestle purina p,https://t.co/wRnD7RYDyw,digiterry,1
139,2023-01-27 14:23:09+00:00,Purina, while our names are similar  we think you ve mistaken us for purina animal nutrition  at nestle purina,https://t.co/wH1pZ5IXEF,Rockopolos,1
140,2023-01-27 13:57:04+00:00,Purina, we are sorry to hear about this experience  if you are referring to chicken and rabbit feed  please re,https://t.co/rzRh256GkL,itspixiewoods,1
140,2023-01-27 13:15:29+00:00,Purina, we are sorry to learn about this experience  for further assistance  please reach out to purina anima,https://t.co/iZ4U2w7OEN,Hawk_Eye_79__,1
140,2023-01-26 23:56:20+00:00,Purina, thank you for reaching out to us  please know that purina animal nutrition  formerly purina mills incorp,https://t.co/b7nAeTQ6EC,Ksbmw2040,1
140,2023-01-26 03:38:40+00:00,Purina, we are sorry to learn of this disappointing experience  jon  we would like the opportunity to learn more ab,https://t.co/p78etDEcPG,Jon03850899,1
140,2023-01-26 02:29:25+00:00,Purina, lamentamos cualquier inconveniente  somos el equipo que ayuda a los consumidores de ee  uu  y cana,https://t.co/xcbV0yveit,EstrellapNelson,1
127,2023-01-26 01:09:34+00:00,Purina, what a gorgeous  proplancat  we re thrilled to be a part of her extraordinary adventures  thanks for the support ,httpNone,KenseiKobold,1
140,2023-01-24 17:47:03+00:00,Purina, thank you for reaching out to us  we are sorry if the website is not working for you  we would suggest,https://t.co/Gjt0jGlySP,JJComfortDog,1
140,2023-01-24 16:09:45+00:00,Purina, we re honored to partner with  amazing mission to help bring therapy dogs and local fam,https://t.co/p4aCFwjVje,4LeafCloverGirl DuoDogsInc,2
139,2023-01-23 22:42:04+00:00,Purina, we re sorry for the inconvenience and frustration  your loyalty and patience are greatly appreciated as,https://t.co/gEcTJqZxaf,steelhoof,1
140,2023-01-23 17:38:10+00:00,Purina, we are truly sorry for the difficulty in getting your cats prescribed formula  we d like to help you f,https://t.co/9o71zZuDS0,_its_janae_,1
140,2023-01-23 16:06:48+00:00,Purina, thank you for bringing this to our attention  we would be more than happy to help you out  please send us a p,https://t.co/jL0ARWHQkB,luciearl,1
140,2023-01-23 13:12:27+00:00,Purina, thank you for reaching out to us  and we are truly sorry for the difficulty in getting your cats f,https://t.co/1a1NmTjIiz,walkergotrojans,1
140,2023-01-23 02:16:05+00:00,Purina, we re sorry for the inconvenience this may cause  we are aware of the increased demand  as this may be what,https://t.co/XP9Jdtqpec,ReaIALF,1
140,2023-01-22 23:47:36+00:00,Purina, we are sorry to learn of this disappointing experience  we would like the opportunity to learn more about,https://t.co/Ja3yJdNMnK,babygirl1209_,1
140,2023-01-22 22:05:14+00:00,Purina, we are truly sorry you are having difficulties finding our recipe  we are experiencing high demand for our p,https://t.co/kgqnFjTpE4,ReaIALF,1
139,2023-01-22 21:03:37+00:00,Purina, we are very sorry to hear that your cat was sick  the health and safety of our consumers and their pets,https://t.co/c7oJo27jFE,JuicyJemma,1
139,2023-01-22 17:16:12+00:00,Purina, we are sorry you are unable to find alpo t bonz  to search for stores that carry these treats  go,https://t.co/VkVXCZYQMC,robbiestewart89,1
140,2023-02-09 17:46:03+00:00,wellnesspetfood,we have got the key to your pups heart with  oldmotherhubbardbywellness bits of love  making them the perfect gift t,https://t.co/eGwtMcULS1,,0
144,2023-02-08 14:00:35+00:00,wellnesspetfood,it is takeover time  our friends dexter   daragh will be taking over our instagram stories  you will get to see a da,https://t.co/8XkCWhkj1M,,0
139,2023-02-06 19:30:16+00:00,wellnesspetfood,feeling good from the inside out with wellness shield  gotta love that salmon flavor too has your pup tried our,https://t.co/RNSAvppK6O,,0
140,2023-02-05 17:19:06+00:00,wellnesspetfood,have a puppy that needs training  we re here to help   gooddogbywellness crunchy happy puppy treats are delicious a,https://t.co/FOmVHqyFhb,,0
86,2023-02-04 15:11:08+00:00,wellnesspetfood,can hardly wait to get into this tuna   shrimp   caturday,https://t.co/pYKBli2zlN,,0
71,2023-02-03 20:10:20+00:00,wellnesspetfood,true love  nationaldoggydatenight  thelastofus,https://t.co/sZ3tdFnziZ,,0
34,2023-02-03 20:09:19+00:00,wellnesspetfood,true love,https://t.co/xC5rR8Kw23,,0
144,2023-02-02 22:35:06+00:00,wellnesspetfood,to celebrate  petdentalhealthmonth  we want you to show us your best human   dog dental health routines or smile ,https://t.co/4weMhpj3Zy,,0
140,2023-02-02 13:31:30+00:00,wellnesspetfood, our core recipes are protein focus and our complete health recipes have a moderate protein level  the si,https://t.co/vywUHg8ASD,willace90,1
140,2023-02-01 15:01:22+00:00,wellnesspetfood,it is here  pet dental health month starts now there is something happening every whimzees wednesday in february th,https://t.co/mtgJgBBcWg,,0
140,2023-01-31 19:18:06+00:00,wellnesspetfood,tomorrow is pet dental health month  we have some fun activities up our sleeves that we cannot wait to share  stay,https://t.co/v7rNcMX6eb,,0
125,2023-01-30 20:00:25+00:00,wellnesspetfood,keeping those joints in tip top shape for big leaps  long walks  and of course  a good ol high five ,https://t.co/bBJwBY5luL,,0
140,2023-01-30 18:20:51+00:00,wellnesspetfood,whimzees by wellness made the list for best dental treats for dogs in 2023 by   read the full article,https://t.co/3UKsYRxAYl,DiscoverMag,1
139,2023-01-29 05:17:05+00:00,wellnesspetfood,they are back  shower your pooch with love and  oldmotherhubbardbywellness bits of love this valentines day  these,https://t.co/u0AAROuJoF,,0
112,2023-01-28 14:50:08+00:00,wellnesspetfood,this is one way to get your humans attention to let them know you are ready for dinner ,https://t.co/hTd2YglNpb,,0
114,2023-01-26 20:05:35+00:00,wellnesspetfood,molly blocks off her calendar every thursday for mid day meditation in our wellness room,https://t.co/6GCCyQDFZX,,0
140,2023-01-25 16:24:06+00:00,wellnesspetfood,let the countdown to  petdentalhealthmonth begin  grab your whimzees  and your toothbrush  and let us show our fur,https://t.co/la26myDv7x,,0
140,2023-01-24 15:55:37+00:00,wellnesspetfood,it is  nationalpeanutbutterday and that means your dog is in for all the treats  grab your  whimeesbywellness alliga,https://t.co/frqsE2wiUX,,0
140,2023-01-23 21:24:07+00:00,wellnesspetfood,wellness complete health puppy food was rated  1 for best puppy foods for january 2023 by   read t,https://t.co/38osYdA3lt,DogFoodAdvisor,1
140,2023-01-23 16:30:45+00:00,wellnesspetfood,we are celebrating 1 23 with  whimzeesbywellness 1 2 3  so  grab your toothbrush and show your pups how to do it wit,https://t.co/rsfNdsDNSz,,0
131,2023-01-19 21:00:59+00:00,wellnesspetfood,check out these articles from  that features wellness supplements ,https://t.co/JQuxu21ARU,petsplusmag,1
109,2023-01-19 20:59:40+00:00,wellnesspetfood,check out this article by pet insights that features our new wellness supplements ,https://t.co/Dwks7RLKbQ,,0
140,2023-01-15 17:19:06+00:00,wellnesspetfood,packed with protein  superfoods  and dha from salmon oil to help your puppy grow and thrive  wellness core brainiac,https://t.co/5FTBJi7vIB,,0
140,2023-01-14 19:10:06+00:00,wellnesspetfood,taking a quick break from playing in the snow to get a treat  and then it is right back into the action    andrew m,https://t.co/ecUI9vCjOK,,0
111,2023-01-13 21:03:33+00:00,wellnesspetfood,dogs who need something  fresh  on top of their kibble wellness bowl boosters freshly,https://t.co/g7Rnv3Z4HA,,0
10,2023-01-12 20:21:52+00:00,wellnesspetfood,,httpNone,c_pic,1
140,2023-01-12 19:43:06+00:00,wellnesspetfood,we love seeing how happy drake is at the rink with his soft puppy bites  it does not get any cuter than this   dr,https://t.co/V3nXQRYny3,,0
140,2023-01-11 16:15:13+00:00,wellnesspetfood,training takes work  but it is also lots of fun  and just because your dog is working does not mean they are not havin,https://t.co/ZFPHX14r6X,,0
108,2023-01-10 21:30:11+00:00,wellnesspetfood,you always have to keep one eye open when you are surrounded by your favorite treats,https://t.co/vv4NZ6HtMD,,0
140,2023-01-09 18:15:11+00:00,wellnesspetfood,whimzees herman the hedgehog is a fun shaped dental chew that helps to removes plaque  tartar and reduce the bacte,https://t.co/XaIZ3eCWJL,,0
140,2023-01-09 14:02:57+00:00,wellnesspetfood, thanks for being a fan of our dog food  we are sorry to hear you are having trouble getting the containers,https://t.co/ofHayPmpd3,johnhaugg,1
140,2023-01-09 13:56:57+00:00,wellnesspetfood, so sorry to hear your dogs have been ill and hope they are feeling better  we would like to get more informat,https://t.co/n0w6NfRaAv,Joey_Dub,1
140,2023-01-08 17:00:21+00:00,wellnesspetfood,every moment matters  so  treatthemwell with old mother hubbard by wellness biscuits  and  if we had to make a sugg,https://t.co/bB1kT2tdUJ,,0
140,2023-01-07 18:48:06+00:00,wellnesspetfood,your cat deserves the best  especially in their golden years  wellness complete health age advantage is for cats 7 ,https://t.co/D3kyO64CGa,,0
140,2023-01-06 21:01:33+00:00,wellnesspetfood, featured whimzees veggie sausage dental chews in their segment  how to set healthy new years resoluti,https://t.co/IG0tW26EDx,breakfasttv,1
134,2023-01-06 20:56:05+00:00,wellnesspetfood,january means it is chilly out there  so cozying up in a robe with some treats sounds like a lovely idea to us ,https://t.co/t8HM8W3Nsv,,0
140,2023-01-05 20:28:46+00:00,wellnesspetfood,wellness bowl boosters freshly was featured in  piece on  elevating mealtime with a nutritious mix  ,https://t.co/9W6AiRY6uY,petbusinessmag,1
140,2023-01-04 17:09:55+00:00,wellnesspetfood,wellness core digestive health puppy and wellness core digestive health age advantage made it on  top pet p,https://t.co/62IIAKd5HV,PPNIntl,1
140,2023-01-03 20:46:05+00:00,wellnesspetfood,when your kitten is celebrating their first new year  it is good to start it off right with something equal parts yu,https://t.co/x5BsAHNB8Q,,0
25,2023-01-02 14:14:31+00:00,wellnesspetfood, ,httpNone,GreaterGoodorg omallj,2
140,2023-01-01 16:25:06+00:00,wellnesspetfood,new year  new you  we ve got something tasty and beneficial for your dog s wellbeing coming very soon  be on the lo,https://t.co/H6Mx3akVxT,,0
81,2022-12-31 12:15:06+00:00,wellnesspetfood,it is to in the new year  cheers to 2023  happynewyear,https://t.co/lQkj6o1z7N,,0
121,2022-12-29 16:16:06+00:00,wellnesspetfood,it is chilly out there  wherever you go  make sure you bundle up and bring a snack    andrew muse,https://t.co/K46LA0ejKE,,0
144,2022-12-28 17:20:08+00:00,wellnesspetfood,serving up something yummy  wellness core tiny tasters minced chicken   beef  do you think the food will make it to,https://t.co/wzvvyNsBLc,,0
140,2022-12-27 21:27:24+00:00,wellnesspetfood, hi randkawa1  we are very sorry to hear about this experience  we would like to gather some more informa,https://t.co/Vnio72RQR7,RandKawa1,1
28,2022-12-27 15:20:14+00:00,wellnesspetfood, corey,httpNone,toni84271073 Wellness,2
140,2022-12-27 15:20:14+00:00,wellnesspetfood, hi   we are very sorry to hear about this experience  we would like to gather some infor,https://t.co/R36g2ndvCj,toni84271073 toni84271073,2
131,2022-12-26 18:19:06+00:00,wellnesspetfood,the holidays are a time for celebrating  spending time with loved ones  and gnawing on a good  squeaky toy ,https://t.co/AvVFy4rVfD,,0
93,2022-12-25 16:26:06+00:00,wellnesspetfood,bark  the herald angels sing  we hope your days are furry and bright ,https://t.co/0gKi9khNK0,,0
120,2022-12-24 14:43:28+00:00,wellnesspetfood,we got a sneak peek into cecil and simons stockings and we just know they are going to love it,https://t.co/gBBXlmv1Vx,,0
96,2022-12-23 21:00:17+00:00,wellnesspetfood,the most wonderful time of the year  as seen from our office in boston,https://t.co/mOXKO9sSdq,,0
140,2022-12-23 16:24:23+00:00,wellnesspetfood,are you looking to capture the perfect holiday shot this year with your pups  we have got you covered  natural lig,https://t.co/VTnj0Ilk2j,,0
133,2022-12-22 02:31:05+00:00,wellnesspetfood,a winter match made in heaven   oldmotherhubbardbywellness winter fun biscuits   a sparkly  firstdayofwinter ,https://t.co/4XErVXe3bJ,,0
62,2022-12-21 00:10:06+00:00,wellnesspetfood,all i want for christmas is chewww,https://t.co/xvyqemcEwo,,0
70,2022-12-20 13:22:52+00:00,wellnesspetfood, so glad to hear xavier is enjoying our core recipes,httpNone,Davis_Schwartz,1
140,2022-12-19 13:06:01+00:00,wellnesspetfood, hi there  at this time we do not have any plans at making a beef flavored core dry food but will for,https://t.co/4SJf8ufzB7,Davis_Schwartz,1
140,2022-12-17 18:57:33+00:00,wellnesspetfood,an advent calendar full of old mother hubbard by wellness winter fun is nothing short of a genius idea    drake t,https://t.co/1KtLgiDuSH,,0
140,2022-12-16 16:08:09+00:00,wellnesspetfood,today is  nationaluglysweaterday and nothing makes sweater weather better than enjoying your  whimzeesbywellness ve,https://t.co/UKbwk682Dl,,0
140,2022-12-15 16:29:06+00:00,wellnesspetfood,there s only 4 days left to enter our holiday sweepstakes  to enter  visit our pinned instagram post from 12 5 20,https://t.co/ObJhbGOdmy,,0
129,2022-12-14 20:48:06+00:00,wellnesspetfood,it is the most wonderful time of the year  and snacking on the rewarding life has something to do with it ,https://t.co/JwC2vPL5Zp,,0
140,2022-12-14 03:12:05+00:00,wellnesspetfood,we have got you covered this holiday season with everything from tasty seasonally exclusive treats to all year cozy f,https://t.co/2reXQIeW3k,,0
140,2022-12-13 13:08:04+00:00,wellnesspetfood,  our suggested retailer cost for all the xl whimzees  which include brushzees  stix  hed,https://t.co/yMbXAh4bMH,fukkinnobody fukkinnobody,2
140,2022-12-13 13:07:54+00:00,wellnesspetfood,  our suggested retailer cost for all the xl whimzees  which include brushzees  stix  hed,https://t.co/v3Gq4O6Oer,fukkinnobody fukkinnobody,2
140,2022-12-13 13:07:35+00:00,wellnesspetfood, our suggested retailer cost for all the xl whimzees  which include brushzees  stix  hedgehog and saus,https://t.co/G2tPI2gvjJ,fukkinnobody,1
140,2022-12-12 21:30:11+00:00,wellnesspetfood,getting into the stocking stuffers a little early  are we  whether your kitty is a chicken connoisseur or a seafood,https://t.co/sQc06ksNKn,,0
140,2022-12-12 15:55:27+00:00,wellnesspetfood, hi there  we have not had a recent price increase on our whimzees  our last increase was 1 1 2022  the,https://t.co/waoyffniJ0,fukkinnobody,1
140,2022-12-12 15:54:37+00:00,wellnesspetfood, hi there  we have not had a recent price increase on our whimzees  our last increase was 1 1 2022  the,https://t.co/YT9opR4xrb,fukkinnobody,1
140,2022-12-12 15:54:27+00:00,wellnesspetfood, hi there  we have not had a recent price increase on our whimzees  our last increase was 1 1 2022  the,https://t.co/09r42CwGK6,fukkinnobody,1
140,2022-12-12 15:53:41+00:00,wellnesspetfood, hi there  we have not had a recent price increase on our whimzees  our last increase was 1 1 2022  the,https://t.co/fEQ5g8AvBu,fukkinnobody,1
140,2022-12-11 17:16:06+00:00,wellnesspetfood,your pup is sure to give you all the lovin when you teat them well this holiday season with  whimzeesbywellness wi,https://t.co/DeufzYI4sg,,0
140,2022-12-10 18:58:05+00:00,wellnesspetfood,happy  caturday  december is  nationalcatloversmonth  so you know we are all about that  who does not love to cozy up,https://t.co/yLl8aMVgxN,,0
122,2022-12-07 20:40:07+00:00,wellnesspetfood,starting  whimzeeswednesday off right with belly rubs and a brushzees to help those teeth clean ,https://t.co/i5fuglI7JL,,0
140,2022-12-07 17:48:53+00:00,wellnesspetfood, we have not changed any of our dog recipes  natural color variation between batches is normal for we do not,https://t.co/qc5suXAsfW,GreyHDC,1
140,2022-12-07 14:03:28+00:00,wellnesspetfood, hi there  if you have any concerns about our dog food please private message us  we would be happy to answer any question you may have ,httpNone,GreyHDC,1
140,2022-12-06 14:57:06+00:00,wellnesspetfood,looking for a drool worthy treat for you pup  we have got you covered  try our new  gooddogbywellness drool worth j,https://t.co/AVLoxK735C,,0
144,2022-12-05 19:45:06+00:00,wellnesspetfood,we want you   your pet to have a barking good pawliday  so we re giving away 3 prizes as part of our holiday sweeps,https://t.co/Kaxrl5HLUL,,0
140,2022-12-04 17:16:32+00:00,wellnesspetfood,it is  nationalcookieday and we have the perfect recipe for your pup  try our delicious sweet potato dog treats topp,https://t.co/VkKZq8gMqD,,0
140,2022-12-03 18:57:05+00:00,wellnesspetfood,something yummy is on the menu for this puppy  wellness core digestive health topped with wellness bowl boosters fr,https://t.co/vaG2mg517d,,0
29,2022-12-03 14:16:30+00:00,wellnesspetfood, ,httpNone,Jimtown_Int Baugosuper,2
140,2022-12-01 20:18:17+00:00,wellnesspetfood,it is officially december  and if you are still trying to find the perfect gift for your dog or cat  or yourself as a,https://t.co/D0u2ESru0k,,0
117,2022-12-01 17:09:27+00:00,wellnesspetfood,our whimzees plant in veendam  the netherlands  is home to wellness pet s first solar panels ,https://t.co/8J3GLFWC0p,,0
139,2022-11-30 19:20:07+00:00,wellnesspetfood,perk your pup up this holiday season with these adorable  whimzeesbywellness winter chews  featuring festive and,https://t.co/tocIRvanQC,,0
57,2022-11-28 21:20:16+00:00,wellnesspetfood, adds 500 bags of treats to cart ,https://t.co/VbxzWTHo7c,,0
139,2022-11-27 17:11:11+00:00,wellnesspetfood,the winter fun has begun  and  our  oldmotherhubbardbywellness winter fun p nuttier biscuits are back  these tasty,https://t.co/WsdBVsmDqD,,0
139,2022-11-25 16:01:07+00:00,wellnesspetfood,if your dog could create their own out of office message what would it be  walkers would be  dog gone shopping,https://t.co/rby9LQkWCq,,0
53,2022-11-24 19:43:26+00:00,wellnesspetfood,enjoy your feast  ya turkeys ,https://t.co/nhhZ2o5Mnk,,0
140,2022-11-23 17:32:17+00:00,wellnesspetfood,have a pet that loves thanksgiving food  make sure to check out this article which features our own dr  danielle  w,https://t.co/BkXniaChQJ,,0
140,2022-11-19 21:56:05+00:00,wellnesspetfood,caturdays are getting more brisk each week  so let us break out some yummy food to fill our bellies and cozy up with,https://t.co/Ekqx1LupBf,,0
140,2022-11-18 22:01:06+00:00,wellnesspetfood,the fun never stops with puppies  and neither does the training  rover is enjoying wellness core brainiac puppy whi,https://t.co/BD7WPo6DHK,,0
140,2022-11-18 20:30:57+00:00,wellnesspetfood,check out sweety highs holiday gift guide to find whimzees and wellness rewarding life treats for best gifts to gi,https://t.co/TzlKjZhru1,,0
140,2022-11-17 22:22:07+00:00,wellnesspetfood,on  nationaltakeahikeday  the instructions are clear  bundle up and enjoy some fresh air  and do not forget to bring,https://t.co/JGwyKouCSt,,0
79,2022-11-16 13:45:58+00:00,wellnesspetfood, please contact our nz au team for assistance ,https://t.co/uoD40VUSxe,RivalAnt,1
127,2022-11-15 14:15:07+00:00,wellnesspetfood,you do not want your pooch to end up like the 80  of dogs with dental disease  so  treat them well with,https://t.co/YJBrT643B8,,0
140,2022-11-10 22:00:20+00:00,wellnesspetfood,we are all smiles for wellness bowl boosters freshly  and for good reason  pair it with their favorite kibble  and t,https://t.co/BpG1jSb0x2,,0
140,2022-11-09 13:19:05+00:00,wellnesspetfood, hi there  thanks for reaching out to us  we are sorry to hear this and we would like to get more informatio,https://t.co/pUpCnmtVQW,FightMeJCVD,1
124,2022-11-09 11:17:01+00:00,wellnesspetfood,looking for a way to celebrate  whimzeeswednesday  hachi has the right idea by veggin out with his,https://t.co/U93k8h1phu,,0
90,2022-11-08 18:15:06+00:00,wellnesspetfood,a lazy day calls for a cozy blanket  cuddles  and a tasty snack ,https://t.co/G0BLvGg9V4,,0
108,2022-11-06 15:54:02+00:00,wellnesspetfood,you better be leaf finnegans favorite treats are  gooddogbywelleness happy puppy ,https://t.co/bXnLpdr0S4,,0
144,2022-11-06 15:39:08+00:00,wellnesspetfood,  hi amanda  our old mother hubbard original mix   savory mix are not being discontinued and wi,https://t.co/pdqDv3Vsar,mandasuekae08 Chewy,2
140,2022-11-05 18:44:03+00:00,wellnesspetfood,textures can be pretty crucial when it comes to a cats preference  some prefer pate  some prefer flaked  some pref,https://t.co/IqgAfhuZcg,,0
140,2022-11-04 21:45:04+00:00,wellnesspetfood,a photo that feels straight out of a dream  enjoying each others company while enjoying a snackwhat a great way t,https://t.co/yzT7AGWBFw,,0
60,2022-11-03 20:34:05+00:00,wellnesspetfood,it is me  hi  i am a cute pup  it is me,https://t.co/0LCnKO0V11,,0
139,2022-11-01 19:26:03+00:00,wellnesspetfood,it is november  and most of the leaves are on the ground by now here in new england  but that does not mean the fall,https://t.co/JIloZnB6Ka,,0
139,2022-10-30 13:46:01+00:00,wellnesspetfood,ruh rohraggy   there is only one day left to enter our trick or treat them well costume contest  we have 3 winning,https://t.co/aGo7Pv8IVm,,0
130,2022-10-28 00:13:01+00:00,wellnesspetfood,from salem to thackery binx  black cats are iconic  and it is only fitting that leading up to halloween is,https://t.co/aZ0cuMVIo0,,0
17,2022-10-27 13:01:17+00:00,wellnesspetfood,,httpNone,PollyDeLonge,1
82,2022-10-26 20:46:02+00:00,wellnesspetfood,you are the pick of the patch  oldmotherhubbardbywellness,https://t.co/G5lN42kCni,,0
139,2022-10-24 18:24:03+00:00,wellnesspetfood,howdy  drake the cowboy is here to remind all you buckaroos that our halloween costume contest ends in exactly one,https://t.co/Q08JU8s5rY,,0
93,2022-10-21 21:46:09+00:00,wellnesspetfood,how to have your day made  have boone as your personal delivery dog,https://t.co/9rNcSsCcq9,,0
140,2022-10-21 21:44:32+00:00,wellnesspetfood,looking for a dog friendly recipe to celebrate  nationalappleday  well  look no further  our apple pancake recipe,https://t.co/49q1VxrJBf,,0
103,2022-10-21 03:31:01+00:00,wellnesspetfood,moments like these are the ones that we look back on and wish we could relive,https://t.co/6VKy5TIYLs,,0
136,2022-10-19 20:37:01+00:00,wellnesspetfood,did someone say whimzees   do not forget to grab these tasty chews exclusively at your local  store or,https://t.co/fbaB6uXv1N,Costco,1
19,2022-10-16 12:36:18+00:00,wellnesspetfood, qt ,httpNone,jeffrn2006,1
140,2022-10-13 20:44:02+00:00,wellnesspetfood,this is just moments before coby dove mouth first into a yummy bowl of wellness bowl boosters freshly  he is been en,https://t.co/aiX285OGmz,,0
140,2022-10-12 20:50:09+00:00,wellnesspetfood,something spook tacular is coming your way keep your eyes peeled over the next few days for a special announcem,https://t.co/NmFLwoJcq6,,0
81,2022-10-11 14:22:02+00:00,wellnesspetfood,it is raining whimzees  hallelujah  it is raining whimzees ,https://t.co/77DAJQPkZN,,0
144,2022-10-09 16:25:18+00:00,wellnesspetfood,is that lamb   salmon that porter smells  why yes  yes it is  the irresistible wellness bowl boosters tender topper,https://t.co/yBWjPPVrJe,,0
140,2022-10-08 18:59:14+00:00,wellnesspetfood,did you know we have wellness core tiny tasters for kittens now  too  available in either chicken pate or minced ch,https://t.co/TlIMhKcdJU,,0
20,2022-10-07 17:50:13+00:00,wellnesspetfood,,httpNone,DaisyDukeBeagle,1
119,2022-10-07 16:15:13+00:00,wellnesspetfood,i am smiling  take the picture  i want to eat my  whimzeesbywellness dental chew   worldsmileday,https://t.co/lzWQm8dzjr,,0
136,2022-10-06 21:10:03+00:00,wellnesspetfood,we challenge you to find a cuter picture of a patient puppy waiting for dinner    themrkodabear on instagram,https://t.co/KnJwV9IZUe,,0
140,2022-10-05 20:37:03+00:00,wellnesspetfood,looking for the perfect snack to throw into the picnic basket this fall for your pup  well   whimzeesbywellness fal,https://t.co/D21DdyJnkq,,0
140,2022-10-04 14:05:15+00:00,wellnesspetfood,our furry friends mean everything to us  and showing them how much we love them is important  these 4 steps are all,https://t.co/mBcMulryE4,,0
140,2022-10-03 18:25:27+00:00,wellnesspetfood,the crisp fall air is here  which is perfect for  nationalwalkyourdogweek  grab a leash  get outside  and enjoy som,https://t.co/cGkv3ZPQeI,,0
140,2022-10-01 19:05:03+00:00,wellnesspetfood,make sure to give your black dog an extra treat on  nationalblackdogday  today is a great opportunity to get the wo,https://t.co/t4T4zuTF5E,,0
140,2022-09-27 13:57:16+00:00,wellnesspetfood,there are so many great ways to show your pup you love them  and treats are definitely one of them  what is your fav,https://t.co/2hORstCRaF,,0
140,2022-09-26 20:31:09+00:00,wellnesspetfood,it is safe to say that boone is eager to dive into his wellness core bowl boosters  which one does your pup like bes,https://t.co/04vJQj2ZFQ,,0
106,2022-09-26 02:42:03+00:00,wellnesspetfood,fur real  fall is the best season ever    i mean  have you tried these biscuits ,https://t.co/Y9BOZvDm10,,0
139,2022-09-24 18:45:02+00:00,wellnesspetfood,on caturday  we feast  today  all kinds of shredded chicken are on the menu  what did your kitty eat for breakfast ,https://t.co/vr4l4Cnmpz,,0
140,2022-09-23 18:45:13+00:00,wellnesspetfood,yesterday at our office  we celebrated the launch of wellness bowl boosters freshly  such a fun time with some awes,https://t.co/s4eqMr0Qar,,0
140,2022-09-22 18:21:05+00:00,wellnesspetfood,you really autumn know    that  whimzeesbywellness seasonal dental chews are back  not only do these tasty treats h,https://t.co/K5EkA7DruH,,0
140,2022-09-20 19:14:03+00:00,wellnesspetfood,hay there  want to spoil your furry friend this fall  treat them well with  whimzeesbywellness fall chews  ,https://t.co/OZEzLjw0Lg,,0
125,2022-09-19 18:36:38+00:00,wellnesspetfood, thanks for reaching out to our consumer affairs team  we are sorry the product did not meet your satisfaction ,httpNone,annforhumanity,1
140,2022-09-19 12:58:20+00:00,wellnesspetfood, we are so sorry to hear you are having trouble separating our select a stix chews  please reach out t,https://t.co/loBl5yMuND,annforhumanity,1
79,2022-09-18 15:29:01+00:00,wellnesspetfood,i get a treat for every touchdown my team gets  right  ,https://t.co/WoQtD03VVZ,,0
128,2022-09-16 20:36:03+00:00,wellnesspetfood,dinner for two  ah  what a lovely idea  wellness core digestive health puppy recipe will hit the spot ,https://t.co/cggAxg2OT1,,0
140,2022-09-14 16:46:03+00:00,wellnesspetfood,whimzees by wellness select a stix are back  these are the perfect treat to help keep your pup s teeth clean  pic,https://t.co/1OTbdW2eLM,,0
124,2022-09-13 21:58:06+00:00,wellnesspetfood,the only ants allowed on this log are made with good dog by wellness treats  nationalantsonalogday,https://t.co/Rd9HeaarFG,,0
